part_id,part_type,material,part_name,spec,uom,unit_cost_usd,supplier,lead_time_days
PRT-000422,Panel,MDF,MDF Panel 1400x200x18mm,L=1400mm;W=200mm;T=18mm,EA,1.93,Supplier HardwareHouse,10
PRT-000423,Washer,Steel,Steel Washer M6,Dia=6mm,EA,0.02,Supplier MetalWorks,8
PRT-000424,Slider,Steel,Steel Slider,,EA,9.55,Supplier FastenPro,10
PRT-000425,Screw,Steel,Steel Screw M8x40,Dia=8mm;Len=40mm,EA,0.16,Supplier FinishesPlus,31
PRT-000426,Screw,Steel,Steel Screw M10x16,Dia=10mm;Len=16mm,EA,0.07,Supplier TimberCo,28
PRT-000427,Leg,Oak Wood,Oak Wood Leg 500x400x20mm,L=500mm;W=400mm;T=20mm,EA,5.53,Supplier FastenPro,12
PRT-000428,Leg,MDF,MDF Leg 1200x300x50mm,L=1200mm;W=300mm;T=50mm,EA,5.78,Supplier PrimeSupply,7
PRT-000429,Nut,Steel,Steel Nut M6,Dia=6mm,EA,0.03,Supplier HardwareHouse,32
PRT-000430,Rail,Oak Wood,Oak Wood Rail 1200x400x30mm,L=1200mm;W=400mm;T=30mm,EA,6.92,Supplier HardwareHouse,31
PRT-000431,Screw,Steel,Steel Screw M4x30,Dia=4mm;Len=30mm,EA,0.05,Supplier TimberCo,15
PRT-000432,Backboard,Pine Wood,Pine Wood Backboard 300x40x25mm,L=300mm;W=40mm;T=25mm,EA,1.21,Supplier GlassLab,17
PRT-000433,Foam Insert,Foam,Foam Foam Insert 900x300x100mm,L=900mm;W=300mm;T=100mm,EA,3.52,Supplier GlassLab,14
PRT-000434,Foam Insert,Foam,Foam Foam Insert 800x500x30mm,L=800mm;W=500mm;T=30mm,EA,2.41,Supplier HardwareHouse,15
PRT-000435,Screw,Brass,Brass Screw M4x60,Dia=4mm;Len=60mm,EA,0.14,Supplier UpholsteryHub,10
PRT-000436,Leg,Walnut Wood,Walnut Wood Leg 800x400x8mm,L=800mm;W=400mm;T=8mm,EA,8.72,Supplier UpholsteryHub,7
PRT-000437,Nut,Stainless Steel,Stainless Steel Nut M5,Dia=5mm,EA,0.03,Supplier FinishesPlus,2
PRT-000438,Shelf,Bamboo,Bamboo Shelf 600x500x18mm,L=600mm;W=500mm;T=18mm,EA,6.15,Supplier UpholsteryHub,2
PRT-000439,Leg,Oak Wood,Oak Wood Leg 800x120x20mm,L=800mm;W=120mm;T=20mm,EA,3.44,Supplier UpholsteryHub,3
PRT-000440,Shelf,Bamboo,Bamboo Shelf 200x300x18mm,L=200mm;W=300mm;T=18mm,EA,2.36,Supplier TimberCo,12
PRT-000441,Backboard,Walnut Wood,Walnut Wood Backboard 1600x100x12mm,L=1600mm;W=100mm;T=12mm,EA,4.43,Supplier GlassLab,31
PRT-000442,Shelf,Pine Wood,Pine Wood Shelf 900x400x20mm,L=900mm;W=400mm;T=20mm,EA,3.03,Supplier FinishesPlus,15
PRT-000443,Shelf,Pine Wood,Pine Wood Shelf 1800x120x12mm,L=1800mm;W=120mm;T=12mm,EA,2.06,Supplier EcoMaterials,34
PRT-000444,Rail,Pine Wood,Pine Wood Rail 500x150x20mm,L=500mm;W=150mm;T=20mm,EA,2.14,Supplier MetalWorks,33
PRT-000445,Glass Top,Tempered Glass,Tempered Glass Glass Top 1000x700mm,L=1000mm;W=700mm,EA,16.25,Supplier UpholsteryHub,19
PRT-000446,Panel,Pine Wood,Pine Wood Panel 400x100x15mm,L=400mm;W=100mm;T=15mm,EA,1.52,Supplier PlastiCraft,4
PRT-000447,Panel,Birch Plywood,Birch Plywood Panel 1000x200x25mm,L=1000mm;W=200mm;T=25mm,EA,3.71,Supplier PlastiCraft,20
PRT-000448,Handle,Steel,Steel Handle,,EA,11.14,Supplier HardwareHouse,26
PRT-000449,Leg,Walnut Wood,Walnut Wood Leg 600x120x30mm,L=600mm;W=120mm;T=30mm,EA,8.04,Supplier FastenPro,16
PRT-000450,Shelf,MDF,MDF Shelf 1000x120x40mm,L=1000mm;W=120mm;T=40mm,EA,2.44,Supplier EcoMaterials,34
PRT-000451,Washer,Stainless Steel,Stainless Steel Washer M6,Dia=6mm,EA,0.03,Supplier PrimeSupply,4
PRT-000452,Screw,Steel,Steel Screw M3x40,Dia=3mm;Len=40mm,EA,0.05,Supplier EcoMaterials,32
PRT-000453,Backboard,Oak Wood,Oak Wood Backboard 1600x120x30mm,L=1600mm;W=120mm;T=30mm,EA,3.64,Supplier TimberCo,13
PRT-000454,Shelf,Pine Wood,Pine Wood Shelf 800x60x30mm,L=800mm;W=60mm;T=30mm,EA,1.4,Supplier HardwareHouse,5
PRT-000455,Panel,Pine Wood,Pine Wood Panel 1600x40x25mm,L=1600mm;W=40mm;T=25mm,EA,2.38,Supplier GlassLab,8
PRT-000456,Shelf,Birch Plywood,Birch Plywood Shelf 200x400x20mm,L=200mm;W=400mm;T=20mm,EA,1.77,Supplier MetalWorks,8
PRT-000457,Washer,Steel,Steel Washer M5,Dia=5mm,EA,0.01,Supplier EcoMaterials,32
PRT-000458,Screw,Stainless Steel,Stainless Steel Screw M6x25,Dia=6mm;Len=25mm,EA,0.16,Supplier PrimeSupply,24
PRT-000459,Screw,Stainless Steel,Stainless Steel Screw M4x20,Dia=4mm;Len=20mm,EA,0.04,Supplier FinishesPlus,15
PRT-000460,Slider,Acrylic,Acrylic Slider,,EA,13.73,Supplier HardwareHouse,5
PRT-000461,Handle,ABS Plastic,ABS Plastic Handle,,EA,5.11,Supplier TimberCo,30
PRT-000462,Screw,Steel,Steel Screw M3x16,Dia=3mm;Len=16mm,EA,0.02,Supplier PlastiCraft,28
PRT-000463,Panel,Pine Wood,Pine Wood Panel 900x120x18mm,L=900mm;W=120mm;T=18mm,EA,1.9,Supplier MetalWorks,32
PRT-000464,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,5.05,Supplier GlassLab,2
PRT-000465,Beam,Birch Plywood,Birch Plywood Beam 1800x60x20mm,L=1800mm;W=60mm;T=20mm,EA,2.93,Supplier FinishesPlus,15
PRT-000466,Shelf,Pine Wood,Pine Wood Shelf 500x60x20mm,L=500mm;W=60mm;T=20mm,EA,1.48,Supplier FinishesPlus,25
PRT-000467,Washer,Brass,Brass Washer M5,Dia=5mm,EA,0.03,Supplier FastenPro,23
PRT-000468,Rail,Oak Wood,Oak Wood Rail 800x200x12mm,L=800mm;W=200mm;T=12mm,EA,3.76,Supplier FastenPro,5
PRT-000469,Leg,Birch Plywood,Birch Plywood Leg 1800x800x15mm,L=1800mm;W=800mm;T=15mm,EA,7.17,Supplier FinishesPlus,19
PRT-000470,Screw,Steel,Steel Screw M8x30,Dia=8mm;Len=30mm,EA,0.06,Supplier GlassLab,22
PRT-000471,Bolt,Steel,Steel Bolt M10x50,Dia=10mm;Len=50mm,EA,0.34,Supplier UpholsteryHub,30
PRT-000472,Panel,Oak Wood,Oak Wood Panel 1200x100x20mm,L=1200mm;W=100mm;T=20mm,EA,3.55,Supplier UpholsteryHub,8
PRT-000473,Backboard,Pine Wood,Pine Wood Backboard 700x80x40mm,L=700mm;W=80mm;T=40mm,EA,1.44,Supplier FinishesPlus,14
PRT-000474,Rail,Walnut Wood,Walnut Wood Rail 300x80x20mm,L=300mm;W=80mm;T=20mm,EA,4.24,Supplier HardwareHouse,10
PRT-000475,Nut,Steel,Steel Nut M4,Dia=4mm,EA,0.02,Supplier HardwareHouse,3
PRT-000476,Shelf,Oak Wood,Oak Wood Shelf 1400x40x18mm,L=1400mm;W=40mm;T=18mm,EA,4.75,Supplier FastenPro,24
PRT-000477,Rail,Pine Wood,Pine Wood Rail 1400x200x15mm,L=1400mm;W=200mm;T=15mm,EA,3.19,Supplier PrimeSupply,11
PRT-000478,Bracket,Steel,Steel Bracket,,EA,2.59,Supplier HardwareHouse,18
PRT-000479,Glass Top,Tempered Glass,Tempered Glass Glass Top 1400x600mm,L=1400mm;W=600mm,EA,39.36,Supplier TimberCo,16
PRT-000480,Backboard,Bamboo,Bamboo Backboard 1000x120x18mm,L=1000mm;W=120mm;T=18mm,EA,2.93,Supplier EcoMaterials,5
PRT-000481,Rail,Birch Plywood,Birch Plywood Rail 800x200x18mm,L=800mm;W=200mm;T=18mm,EA,3.12,Supplier FinishesPlus,15
PRT-000482,Panel,Pine Wood,Pine Wood Panel 800x400x15mm,L=800mm;W=400mm;T=15mm,EA,2.45,Supplier MetalWorks,34
PRT-000483,Slider,Polypropylene,Polypropylene Slider,,EA,6.16,Supplier PlastiCraft,21
PRT-000484,Bolt,Steel,Steel Bolt M5x20,Dia=5mm;Len=20mm,EA,0.1,Supplier PlastiCraft,4
PRT-000485,Drawer Front,MDF,MDF Drawer Front 900x60x30mm,L=900mm;W=60mm;T=30mm,EA,2.1,Supplier UpholsteryHub,32
PRT-000486,Washer,Steel,Steel Washer M5,Dia=5mm,EA,0.01,Supplier PrimeSupply,2
PRT-000487,Screw,Steel,Steel Screw M5x25,Dia=5mm;Len=25mm,EA,0.07,Supplier PrimeSupply,34
PRT-000488,Hinge,Steel,Steel Hinge,,EA,1.95,Supplier EcoMaterials,19
PRT-000489,Hinge,ABS Plastic,ABS Plastic Hinge,,EA,14.16,Supplier FastenPro,5
PRT-000490,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,3.54,Supplier HardwareHouse,8
PRT-000491,Backboard,Oak Wood,Oak Wood Backboard 1400x150x8mm,L=1400mm;W=150mm;T=8mm,EA,4.13,Supplier PlastiCraft,18
PRT-000492,Rail,Pine Wood,Pine Wood Rail 1400x400x8mm,L=1400mm;W=400mm;T=8mm,EA,1.86,Supplier MetalWorks,6
PRT-000493,Screw,Steel,Steel Screw M8x16,Dia=8mm;Len=16mm,EA,0.04,Supplier HardwareHouse,23
PRT-000494,Drawer Front,Pine Wood,Pine Wood Drawer Front 1600x40x15mm,L=1600mm;W=40mm;T=15mm,EA,2.59,Supplier FastenPro,21
PRT-000495,Drawer Front,Pine Wood,Pine Wood Drawer Front 900x300x25mm,L=900mm;W=300mm;T=25mm,EA,4.04,Supplier FinishesPlus,12
PRT-000496,Panel,Walnut Wood,Walnut Wood Panel 900x120x50mm,L=900mm;W=120mm;T=50mm,EA,5.72,Supplier PlastiCraft,28
PRT-000497,Handle,Polypropylene,Polypropylene Handle,,EA,3.17,Supplier MetalWorks,9
PRT-000498,Fabric Cover,Fabric,Fabric Fabric Cover 1200x900mm,L=1200mm;W=900mm,EA,10.09,Supplier PlastiCraft,21
PRT-000499,Panel,Birch Plywood,Birch Plywood Panel 500x100x18mm,L=500mm;W=100mm;T=18mm,EA,1.77,Supplier PlastiCraft,23
PRT-000500,Handle,Steel,Steel Handle,,EA,6.91,Supplier TimberCo,30
PRT-000501,Beam,Bamboo,Bamboo Beam 700x100x20mm,L=700mm;W=100mm;T=20mm,EA,3.71,Supplier FastenPro,17
PRT-000502,Screw,Steel,Steel Screw M4x16,Dia=4mm;Len=16mm,EA,0.04,Supplier EcoMaterials,4
PRT-000503,Screw,Steel,Steel Screw M8x12,Dia=8mm;Len=12mm,EA,0.05,Supplier HardwareHouse,27
PRT-000504,Drawer Front,MDF,MDF Drawer Front 1000x40x18mm,L=1000mm;W=40mm;T=18mm,EA,1.7,Supplier UpholsteryHub,19
PRT-000505,Washer,Brass,Brass Washer M6,Dia=6mm,EA,0.02,Supplier PlastiCraft,16
PRT-000506,Panel,Pine Wood,Pine Wood Panel 900x500x20mm,L=900mm;W=500mm;T=20mm,EA,2.3,Supplier GlassLab,34
PRT-000507,Backboard,Pine Wood,Pine Wood Backboard 900x100x12mm,L=900mm;W=100mm;T=12mm,EA,1.33,Supplier GlassLab,24
PRT-000508,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.61,Supplier UpholsteryHub,32
PRT-000509,Rail,Pine Wood,Pine Wood Rail 800x200x15mm,L=800mm;W=200mm;T=15mm,EA,1.62,Supplier FinishesPlus,29
PRT-000510,Beam,Walnut Wood,Walnut Wood Beam 800x500x20mm,L=800mm;W=500mm;T=20mm,EA,6.57,Supplier MetalWorks,34
PRT-000511,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 500x300x25mm,L=500mm;W=300mm;T=25mm,EA,4.18,Supplier EcoMaterials,17
PRT-000512,Leg,Birch Plywood,Birch Plywood Leg 1600x100x8mm,L=1600mm;W=100mm;T=8mm,EA,3.8,Supplier EcoMaterials,32
PRT-000513,Panel,Pine Wood,Pine Wood Panel 300x400x18mm,L=300mm;W=400mm;T=18mm,EA,1.56,Supplier PlastiCraft,25
PRT-000514,Screw,Stainless Steel,Stainless Steel Screw M5x25,Dia=5mm;Len=25mm,EA,0.09,Supplier PlastiCraft,2
PRT-000515,Bolt,Steel,Steel Bolt M4x40,Dia=4mm;Len=40mm,EA,0.2,Supplier GlassLab,5
PRT-000516,Nut,Steel,Steel Nut M3,Dia=3mm,EA,0.04,Supplier EcoMaterials,11
PRT-000517,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,2.74,Supplier PlastiCraft,18
PRT-000518,Fabric Cover,Fabric,Fabric Fabric Cover 1000x900mm,L=1000mm;W=900mm,EA,6.89,Supplier PlastiCraft,7
PRT-000519,Bolt,Stainless Steel,Stainless Steel Bolt M6x10,Dia=6mm;Len=10mm,EA,0.09,Supplier MetalWorks,15
PRT-000520,Panel,Pine Wood,Pine Wood Panel 1000x120x12mm,L=1000mm;W=120mm;T=12mm,EA,2.0,Supplier MetalWorks,14
PRT-000521,Feet Pad,ABS Plastic,ABS Plastic Feet Pad,,EA,2.68,Supplier UpholsteryHub,15
PRT-000522,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier PrimeSupply,14
PRT-000523,Handle,Steel,Steel Handle,,EA,13.82,Supplier EcoMaterials,32
PRT-000524,Leg,Pine Wood,Pine Wood Leg 1400x80x18mm,L=1400mm;W=80mm;T=18mm,EA,2.47,Supplier TimberCo,12
PRT-000525,Glue Bottle,Glue,Glue Glue Bottle 1L,Volume=1L,EA,2.86,Supplier GlassLab,29
PRT-000526,Leg,Pine Wood,Pine Wood Leg 1200x400x15mm,L=1200mm;W=400mm;T=15mm,EA,4.51,Supplier EcoMaterials,10
PRT-000527,Beam,Oak Wood,Oak Wood Beam 800x200x8mm,L=800mm;W=200mm;T=8mm,EA,3.03,Supplier FastenPro,5
PRT-000528,Shelf,Pine Wood,Pine Wood Shelf 1600x100x12mm,L=1600mm;W=100mm;T=12mm,EA,1.71,Supplier MetalWorks,34
PRT-000529,Rail,Birch Plywood,Birch Plywood Rail 700x120x15mm,L=700mm;W=120mm;T=15mm,EA,4.13,Supplier PlastiCraft,28
PRT-000530,Screw,Stainless Steel,Stainless Steel Screw M6x30,Dia=6mm;Len=30mm,EA,0.08,Supplier PlastiCraft,9
PRT-000531,Leg,MDF,MDF Leg 1200x400x30mm,L=1200mm;W=400mm;T=30mm,EA,4.9,Supplier GlassLab,16
PRT-000532,Bracket,Steel,Steel Bracket,,EA,3.92,Supplier GlassLab,3
PRT-000533,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,4.57,Supplier PlastiCraft,7
PRT-000534,Bracket,Polypropylene,Polypropylene Bracket,,EA,1.68,Supplier UpholsteryHub,20
PRT-000535,Backboard,Birch Plywood,Birch Plywood Backboard 1400x300x15mm,L=1400mm;W=300mm;T=15mm,EA,3.95,Supplier TimberCo,20
PRT-000536,Panel,Pine Wood,Pine Wood Panel 700x60x15mm,L=700mm;W=60mm;T=15mm,EA,1.67,Supplier HardwareHouse,33
PRT-000537,Screw,Steel,Steel Screw M8x30,Dia=8mm;Len=30mm,EA,0.09,Supplier UpholsteryHub,2
PRT-000538,Caster Wheel,Steel,Steel Caster Wheel,,EA,9.33,Supplier MetalWorks,18
PRT-000539,Bolt,Stainless Steel,Stainless Steel Bolt M5x50,Dia=5mm;Len=50mm,EA,0.19,Supplier GlassLab,29
PRT-000540,Screw,Steel,Steel Screw M3x30,Dia=3mm;Len=30mm,EA,0.05,Supplier FinishesPlus,16
PRT-000541,Drawer Front,Pine Wood,Pine Wood Drawer Front 800x80x40mm,L=800mm;W=80mm;T=40mm,EA,1.95,Supplier UpholsteryHub,33
PRT-000542,Caster Wheel,Stainless Steel,Stainless Steel Caster Wheel,,EA,11.74,Supplier UpholsteryHub,21
PRT-000543,Screw,Stainless Steel,Stainless Steel Screw M8x16,Dia=8mm;Len=16mm,EA,0.08,Supplier GlassLab,3
PRT-000544,Panel,Walnut Wood,Walnut Wood Panel 600x120x18mm,L=600mm;W=120mm;T=18mm,EA,6.92,Supplier EcoMaterials,31
PRT-000545,Fabric Cover,Fabric,Fabric Fabric Cover 1000x800mm,L=1000mm;W=800mm,EA,4.48,Supplier TimberCo,15
PRT-000546,Handle,Steel,Steel Handle,,EA,6.59,Supplier PrimeSupply,26
PRT-000547,Backboard,Pine Wood,Pine Wood Backboard 900x100x30mm,L=900mm;W=100mm;T=30mm,EA,2.47,Supplier HardwareHouse,12
PRT-000548,Rail,Birch Plywood,Birch Plywood Rail 400x120x18mm,L=400mm;W=120mm;T=18mm,EA,3.89,Supplier PrimeSupply,12
PRT-000549,Screw,Brass,Brass Screw M5x40,Dia=5mm;Len=40mm,EA,0.07,Supplier PlastiCraft,14
PRT-000550,Leg,MDF,MDF Leg 900x80x12mm,L=900mm;W=80mm;T=12mm,EA,1.68,Supplier UpholsteryHub,5
PRT-000551,Screw,Stainless Steel,Stainless Steel Screw M5x16,Dia=5mm;Len=16mm,EA,0.1,Supplier GlassLab,7
PRT-000552,Slider,Steel,Steel Slider,,EA,5.69,Supplier PlastiCraft,13
PRT-000553,Handle,ABS Plastic,ABS Plastic Handle,,EA,3.82,Supplier GlassLab,26
PRT-000554,Foam Insert,Foam,Foam Foam Insert 900x200x40mm,L=900mm;W=200mm;T=40mm,EA,3.93,Supplier HardwareHouse,29
PRT-000555,Leg,Pine Wood,Pine Wood Leg 700x200x18mm,L=700mm;W=200mm;T=18mm,EA,1.77,Supplier FastenPro,28
PRT-000556,Fabric Cover,Fabric,Fabric Fabric Cover 1200x900mm,L=1200mm;W=900mm,EA,5.95,Supplier UpholsteryHub,20
PRT-000557,Leg,MDF,MDF Leg 500x300x18mm,L=500mm;W=300mm;T=18mm,EA,2.37,Supplier TimberCo,24
PRT-000558,Glass Top,Tempered Glass,Tempered Glass Glass Top 1600x600mm,L=1600mm;W=600mm,EA,34.41,Supplier PrimeSupply,8
PRT-000559,Panel,Birch Plywood,Birch Plywood Panel 1600x300x20mm,L=1600mm;W=300mm;T=20mm,EA,4.42,Supplier FinishesPlus,26
PRT-000560,Bolt,Steel,Steel Bolt M8x20,Dia=8mm;Len=20mm,EA,0.09,Supplier PrimeSupply,28
PRT-000561,Rail,MDF,MDF Rail 2000x800x20mm,L=2000mm;W=800mm;T=20mm,EA,5.84,Supplier TimberCo,26
PRT-000562,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,4.41,Supplier PrimeSupply,2
PRT-000563,Panel,Oak Wood,Oak Wood Panel 1200x400x18mm,L=1200mm;W=400mm;T=18mm,EA,6.06,Supplier PrimeSupply,18
PRT-000564,Panel,Pine Wood,Pine Wood Panel 800x120x40mm,L=800mm;W=120mm;T=40mm,EA,1.88,Supplier TimberCo,30
PRT-000565,Shelf,Walnut Wood,Walnut Wood Shelf 1000x60x50mm,L=1000mm;W=60mm;T=50mm,EA,3.97,Supplier FinishesPlus,34
PRT-000566,Panel,Birch Plywood,Birch Plywood Panel 1000x400x15mm,L=1000mm;W=400mm;T=15mm,EA,6.3,Supplier PlastiCraft,28
PRT-000567,Shelf,Pine Wood,Pine Wood Shelf 300x200x20mm,L=300mm;W=200mm;T=20mm,EA,3.57,Supplier MetalWorks,28
PRT-000568,Panel,Bamboo,Bamboo Panel 1400x500x30mm,L=1400mm;W=500mm;T=30mm,EA,7.56,Supplier HardwareHouse,10
PRT-000569,Glass Top,Tempered Glass,Tempered Glass Glass Top 1000x600mm,L=1000mm;W=600mm,EA,31.62,Supplier GlassLab,24
PRT-000570,Hinge,ABS Plastic,ABS Plastic Hinge,,EA,4.14,Supplier UpholsteryHub,27
PRT-000571,Backboard,Pine Wood,Pine Wood Backboard 1600x400x25mm,L=1600mm;W=400mm;T=25mm,EA,2.97,Supplier EcoMaterials,3
PRT-000572,Fabric Cover,Leather,Leather Fabric Cover 1000x800mm,L=1000mm;W=800mm,EA,15.98,Supplier PlastiCraft,14
PRT-000573,Hinge,Stainless Steel,Stainless Steel Hinge,,EA,6.7,Supplier PlastiCraft,32
PRT-000574,Beam,Birch Plywood,Birch Plywood Beam 700x60x18mm,L=700mm;W=60mm;T=18mm,EA,2.84,Supplier EcoMaterials,31
PRT-000575,Bracket,Steel,Steel Bracket,,EA,6.7,Supplier TimberCo,34
PRT-000576,Bolt,Steel,Steel Bolt M5x40,Dia=5mm;Len=40mm,EA,0.08,Supplier FastenPro,21
PRT-000577,Shelf,MDF,MDF Shelf 500x60x20mm,L=500mm;W=60mm;T=20mm,EA,1.05,Supplier HardwareHouse,11
PRT-000578,Shelf,Pine Wood,Pine Wood Shelf 900x300x12mm,L=900mm;W=300mm;T=12mm,EA,2.03,Supplier PrimeSupply,19
PRT-000579,Panel,Walnut Wood,Walnut Wood Panel 600x80x50mm,L=600mm;W=80mm;T=50mm,EA,8.56,Supplier FinishesPlus,13
PRT-000580,Nut,Steel,Steel Nut M3,Dia=3mm,EA,0.01,Supplier MetalWorks,15
PRT-000581,Glass Top,Tempered Glass,Tempered Glass Glass Top 1600x800mm,L=1600mm;W=800mm,EA,43.7,Supplier TimberCo,26
PRT-000582,Slider,Steel,Steel Slider,,EA,12.49,Supplier HardwareHouse,5
PRT-000583,Washer,Steel,Steel Washer M4,Dia=4mm,EA,0.02,Supplier HardwareHouse,6
PRT-000584,Glass Top,Tempered Glass,Tempered Glass Glass Top 800x600mm,L=800mm;W=600mm,EA,31.8,Supplier UpholsteryHub,34
PRT-000585,Panel,MDF,MDF Panel 600x600x25mm,L=600mm;W=600mm;T=25mm,EA,2.57,Supplier EcoMaterials,18
PRT-000586,Beam,Oak Wood,Oak Wood Beam 200x200x20mm,L=200mm;W=200mm;T=20mm,EA,3.25,Supplier TimberCo,2
PRT-000587,Foam Insert,Foam,Foam Foam Insert 400x100x50mm,L=400mm;W=100mm;T=50mm,EA,2.93,Supplier HardwareHouse,19
PRT-000588,Drawer Front,Pine Wood,Pine Wood Drawer Front 1200x80x18mm,L=1200mm;W=80mm;T=18mm,EA,3.08,Supplier MetalWorks,11
PRT-000589,Handle,Steel,Steel Handle,,EA,8.72,Supplier HardwareHouse,15
PRT-000590,Shelf,MDF,MDF Shelf 700x120x18mm,L=700mm;W=120mm;T=18mm,EA,2.15,Supplier UpholsteryHub,9
PRT-000591,Slider,Acrylic,Acrylic Slider,,EA,9.6,Supplier MetalWorks,7
PRT-000592,Bracket,Steel,Steel Bracket,,EA,1.73,Supplier FastenPro,4
PRT-000593,Nut,Brass,Brass Nut M8,Dia=8mm,EA,0.06,Supplier FinishesPlus,34
PRT-000594,Washer,Brass,Brass Washer M6,Dia=6mm,EA,0.02,Supplier EcoMaterials,6
PRT-000595,Shelf,Pine Wood,Pine Wood Shelf 1600x800x20mm,L=1600mm;W=800mm;T=20mm,EA,4.78,Supplier EcoMaterials,6
PRT-000596,Screw,Steel,Steel Screw M4x12,Dia=4mm;Len=12mm,EA,0.04,Supplier GlassLab,28
PRT-000597,Panel,Oak Wood,Oak Wood Panel 600x150x20mm,L=600mm;W=150mm;T=20mm,EA,3.77,Supplier MetalWorks,30
PRT-000598,Backboard,Oak Wood,Oak Wood Backboard 1200x400x40mm,L=1200mm;W=400mm;T=40mm,EA,8.04,Supplier PlastiCraft,8
PRT-000599,Screw,Brass,Brass Screw M6x30,Dia=6mm;Len=30mm,EA,0.09,Supplier GlassLab,34
PRT-000600,Leg,Walnut Wood,Walnut Wood Leg 1000x300x30mm,L=1000mm;W=300mm;T=30mm,EA,9.99,Supplier UpholsteryHub,10
PRT-000601,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.97,Supplier FinishesPlus,11
PRT-000602,Beam,MDF,MDF Beam 1400x150x18mm,L=1400mm;W=150mm;T=18mm,EA,1.74,Supplier FinishesPlus,34
PRT-000603,Bolt,Stainless Steel,Stainless Steel Bolt M8x30,Dia=8mm;Len=30mm,EA,0.13,Supplier TimberCo,7
PRT-000604,Hinge,Polypropylene,Polypropylene Hinge,,EA,2.25,Supplier TimberCo,7
PRT-000605,Beam,Birch Plywood,Birch Plywood Beam 1200x40x20mm,L=1200mm;W=40mm;T=20mm,EA,2.29,Supplier MetalWorks,34
PRT-000606,Drawer Front,Pine Wood,Pine Wood Drawer Front 1200x100x18mm,L=1200mm;W=100mm;T=18mm,EA,2.26,Supplier FastenPro,6
PRT-000607,Shelf,Walnut Wood,Walnut Wood Shelf 600x200x40mm,L=600mm;W=200mm;T=40mm,EA,5.64,Supplier TimberCo,2
PRT-000608,Paint Can,Paint,Paint Paint Can 1L,Volume=1L,EA,5.78,Supplier EcoMaterials,13
PRT-000609,Screw,Steel,Steel Screw M5x25,Dia=5mm;Len=25mm,EA,0.05,Supplier PlastiCraft,17
PRT-000610,Shelf,Oak Wood,Oak Wood Shelf 700x100x20mm,L=700mm;W=100mm;T=20mm,EA,4.04,Supplier PlastiCraft,15
PRT-000611,Hinge,Polypropylene,Polypropylene Hinge,,EA,4.76,Supplier MetalWorks,13
PRT-000612,Foam Insert,Foam,Foam Foam Insert 300x300x50mm,L=300mm;W=300mm;T=50mm,EA,1.62,Supplier MetalWorks,23
PRT-000613,Varnish Can,Varnish,Varnish Varnish Can 1L,Volume=1L,EA,5.71,Supplier FastenPro,5
PRT-000614,Screw,Stainless Steel,Stainless Steel Screw M3x25,Dia=3mm;Len=25mm,EA,0.04,Supplier FastenPro,9
PRT-000615,Beam,Pine Wood,Pine Wood Beam 600x100x18mm,L=600mm;W=100mm;T=18mm,EA,1.52,Supplier FastenPro,19
PRT-000616,Bolt,Steel,Steel Bolt M3x50,Dia=3mm;Len=50mm,EA,0.06,Supplier FinishesPlus,33
PRT-000617,Drawer Front,Birch Plywood,Birch Plywood Drawer Front 1000x60x8mm,L=1000mm;W=60mm;T=8mm,EA,3.43,Supplier FinishesPlus,6
PRT-000618,Shelf,Pine Wood,Pine Wood Shelf 600x120x15mm,L=600mm;W=120mm;T=15mm,EA,2.58,Supplier UpholsteryHub,18
PRT-000619,Hinge,Steel,Steel Hinge,,EA,1.95,Supplier PrimeSupply,16
PRT-000620,Fabric Cover,Fabric,Fabric Fabric Cover 800x600mm,L=800mm;W=600mm,EA,3.67,Supplier UpholsteryHub,15
PRT-000621,Slider,ABS Plastic,ABS Plastic Slider,,EA,3.58,Supplier FinishesPlus,13
PRT-000622,Drawer Front,Oak Wood,Oak Wood Drawer Front 1200x60x40mm,L=1200mm;W=60mm;T=40mm,EA,7.23,Supplier GlassLab,14
PRT-000623,Hinge,Steel,Steel Hinge,,EA,12.87,Supplier FinishesPlus,15
PRT-000624,Screw,Steel,Steel Screw M4x40,Dia=4mm;Len=40mm,EA,0.11,Supplier PrimeSupply,15
PRT-000625,Bracket,Polypropylene,Polypropylene Bracket,,EA,2.31,Supplier UpholsteryHub,34
PRT-000626,Panel,Birch Plywood,Birch Plywood Panel 600x80x18mm,L=600mm;W=80mm;T=18mm,EA,3.24,Supplier HardwareHouse,16
PRT-000627,Hinge,Acrylic,Acrylic Hinge,,EA,5.03,Supplier UpholsteryHub,9
PRT-000628,Nut,Steel,Steel Nut M5,Dia=5mm,EA,0.03,Supplier EcoMaterials,31
PRT-000629,Foam Insert,Foam,Foam Foam Insert 1200x100x60mm,L=1200mm;W=100mm;T=60mm,EA,2.0,Supplier HardwareHouse,33
